capitulo,titulo_capitulo,articulo,texto
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"2. La Defensoría Penal Pública podrá, en las causas en que intervenga, concurrir ante los organismos internacionales de derechos humanos."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"3. La ley determinará la organización y atribuciones de la Defensoría Penal Pública, debiendo garantizar su independencia externa."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,### Artículo 374
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,1. La función de defensa penal pública será ejercida por defensoras y defensores penales públicos.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"2. Los servicios de defensa jurídica que preste la Defensoría Penal Pública no podrán ser licitados o delegados en abogados particulares, sin perjuicio de la contratación excepcional que se pueda realizar en los casos y forma que establezca la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,### Artículo 375
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"1. La dirección superior de la Defensoría Penal Pública será ejercida por la defensora o el defensor nacional, quien durará seis años en su cargo, sin reelección."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"2. Se nombrará en sesión conjunta del Congreso de Diputadas y Diputados y de la Cámara de las Regiones, por la mayoría de sus integrantes en ejercicio, a partir de una terna propuesta por la Presidenta o el Presidente de la República, conforme al procedimiento y los requisitos que determine la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,## Agencia Nacional de Protección de Datos
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,### Artículo 376
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"Existirá un órgano autónomo denominado Agencia Nacional de Protección de Datos, que velará por la promoción y protección de los datos personales, con facultades de normar, investigar, fiscalizar y sancionar a entidades públicas y privadas, el que contará con las atribuciones, la composición y las funciones que determine la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,## Corte Constitucional
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,### Artículo 377
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"La Corte Constitucional es un órgano autónomo, técnico y profesional, encargado de ejercer la justicia constitucional para garantizar la supremacía de la Constitución, de acuerdo con los principios de deferencia al órgano legislativo, presunción de constitucionalidad de la ley y búsqueda de una interpretación conforme con la Constitución. Sus resoluciones se fundan únicamente en razones de derecho."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,Artículo 378
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"1. La Corte Constitucional estará conformada por once integrantes, uno de los cuales la presidirá. Será elegido por sus pares y ejercerá sus funciones por dos años."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"2. Las juezas y los jueces de la Corte Constitucional duran nueve años en sus cargos, no son reelegibles y se renuevan por parcialidades cada tres años en la forma que establezca la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,3. Su designación se efectúa sobre la base de criterios técnicos y de mérito profesional de la siguiente manera:
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"    - a) Cuatro integrantes elegidos en sesión conjunta del Congreso de Diputadas y Diputados y de la Cámara de las Regiones, por la mayoría de sus integrantes en ejercicio."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,    - b) Tres integrantes elegidos por la Presidenta o el Presidente de la República.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"    - c) Cuatro integrantes elegidos por el Consejo de la Justicia a partir de concursos públicos. En caso de haber sido designadas juezas o jueces del Sistema Nacional de Justicia, quedarán suspendidos de sus cargos judiciales de origen en tanto se extienda su función en la Corte Constitucional."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"4. Quienes postulen al cargo de jueza o juez de la Corte Constitucional deberán ser abogadas o abogados con más de quince años de ejercicio profesional, con reconocida y comprobada competencia e idoneidad profesional o académica y, preferentemente, de distintas especialidades del derecho."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"5. Una ley determinará la organización, el funcionamiento, los procedimientos y fijará la planta, el régimen de remuneraciones y el estatuto del personal de la Corte Constitucional."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,### Artículo 379
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"Quienes integren la Corte Constitucional son independientes de todo otro poder y gozan de inamovilidad. Cesan en sus cargos por haber cumplido su período, por incapacidad legal sobreviniente, por renuncia, por sentencia penal condenatoria, por remoción, por enfermedad incompatible con el ejercicio de la función o por otra causa establecida en la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,### Artículo 380
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,1. El ejercicio del cargo de jueza o juez de la Corte Constitucional es de dedicación exclusiva.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"2. No podrán ser juezas o jueces de la Corte Constitucional quienes se hubiesen desempeñado en cargos de elección popular, quienes hayan desempeñado el cargo de ministra o ministro de Estado u otros cargos de exclusiva confianza del Gobierno, durante los dos años anteriores a su nombramiento. Asimismo, quienes integren la Corte Constitucional tendrán las inhabilidades e incompatibilidades contempladas para las juezas y los jueces del Sistema Nacional de Justicia."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"3. Al terminar su período, y durante los dieciocho meses siguientes, no podrán optar a ningún cargo de elección popular ni de exclusiva confianza de autoridad pública alguna."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,4. La ley determinará las demás incompatibilidades e inhabilidades para el desempeño de este cargo.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,### Artículo 381
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,1. La Corte Constitucional tendrá las siguientes atribuciones:
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,    - a) Conocer y resolver la inaplicabilidad de un precepto legal cuyos efectos sean contrarios a la Constitución.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,        
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"        El tribunal que conoce de una gestión pendiente, de oficio o previa petición de parte, podrá plantear una cuestión de constitucionalidad respecto de un precepto legal decisorio para la resolución de dicho asunto. El pronunciamiento del juez en esta materia no lo inhabilitará para seguir conociendo el caso concreto. No procederá esta solicitud si el asunto está sometido al conocimiento de la Corte Suprema. La Corte Constitucional decidirá la cuestión de inaplicabilidad por mayoría de sus integrantes."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,        
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,    - b) Conocer y resolver sobre la inconstitucionalidad de un precepto legal.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,        
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"        Si existen dos o más declaraciones de inaplicabilidad de un precepto legal conforme a la letra a) de este artículo, habrá acción pública para requerir a la Corte la declaración de inconstitucionalidad, sin perjuicio de la facultad de esta para declararla de oficio. Esta declaración de inconstitucionalidad se efectuará con el voto conforme de los tres quintos de las y los integrantes en ejercicio de la Corte Constitucional."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,        
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"        Asimismo, la Corte Constitucional podrá declarar la inconstitucionalidad de un precepto legal, que hubiera sido declarado inaplicable previamente conforme a la letra a) de este artículo, a petición de la Presidenta o el Presidente de la República, de un tercio de quienes integren el Congreso de Diputadas y Diputados o la Cámara de las Regiones, de una gobernadora o un gobernador regional, o de a lo menos la mitad de las y los integrantes de una asamblea regional. Esta inconstitucionalidad será declarada por un quorum de cuatro quintos de sus integrantes en ejercicio."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,        
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"    - c) Conocer y resolver sobre la inconstitucionalidad de uno o más preceptos de estatutos regionales, de autonomías territoriales indígenas y de cualquier otra entidad territorial."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,    - La cuestión podrá ser planteada por la Presidenta o el Presidente de la República o un tercio de quienes integren la Cámara de las Regiones.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,2. d) Conocer y resolver los reclamos en caso de que la Presidenta o el Presidente de la República no promulgue una ley cuando deba hacerlo o promulgue un texto diverso del que constitucionalmente corresponda. Igual atribución tendrá respecto de la promulgación de la normativa regional.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,    
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"    Estos podrán promoverse por cualquiera de los órganos del Poder Legislativo o por una cuarta parte de sus integrantes en ejercicio, dentro de los treinta días siguientes a la publicación del texto impugnado o dentro de los sesenta días siguientes a la fecha en que la Presidenta o el Presidente de la República debió efectuar la promulgación de la ley. Si la Corte acogiera el reclamo, promulgará en su sentencia la ley que no lo haya sido o rectificará la promulgación incorrecta."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,    
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"3. e) Conocer y resolver sobre la inconstitucionalidad de un decreto o resolución de la Presidenta o del Presidente de la República que la Contraloría General de la República haya representado por estimarlo inconstitucional, cuando sea requerido por quien ejerza la Presidencia de la República."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"4. f) Conocer y resolver sobre la constitucionalidad de los reglamentos y decretos de la Presidenta o del Presidente de la República, dictados en ejercicio de la potestad reglamentaria en aquellas materias que no son de ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,    
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"    La Corte podrá conocer de la materia a requerimiento del Congreso de Diputadas y Diputados o de la Cámara de las Regiones, o un tercio de sus integrantes, dentro de los treinta días siguientes a la publicación o notificación del texto impugnado."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,    
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"5. g) Resolver los conflictos de competencia o de atribuciones que se susciten entre órganos del Estado, entre las entidades territoriales, o entre estas con cualquier otro órgano del Estado, a solicitud de cualquiera de los antes mencionados."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,- h) Resolver los conflictos de competencia que se susciten entre las autoridades políticas o administrativas y los tribunales de justicia.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"- i) Resolver los conflictos de competencia entre el Congreso de Diputadas y Diputados y la Cámara de las Regiones, o entre estas y la Presidenta o el Presidente de la República."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,- j) Las demás previstas en esta Constitución.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,1. En el caso de los conflictos de competencia contemplados en las letras h) e i) podrán ser deducidas por cualquiera de las autoridades o tribunales en conflicto.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"2. En lo demás, el procedimiento, el quorum y la legitimación activa para el ejercicio de cada atribución se determinará por la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,### Artículo 382
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"1. Las sentencias de la Corte Constitucional se adoptarán, en sala o en pleno, por la mayoría de sus integrantes, sin perjuicio de las excepciones que establezcan la Constitución o la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,2. La Corte Constitucional solo podrá acoger la inconstitucionalidad o la inaplicabilidad de un precepto cuando no sea posible interpretarlo de modo de evitar efectos inconstitucionales.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"3. Declarada la inaplicabilidad de un precepto legal, este no podrá ser aplicado en la gestión judicial en la que se originó la cuestión de constitucionalidad."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 307,"4. La sentencia que declare la inconstitucionalidad de un precepto provocará su invalidación, excluyéndolo del ordenamiento jurídico a partir del día siguiente de la publicación de la sentencia en el Diario Oficial. Tiene carácter vinculante, de cumplimiento obligatorio para toda institución, persona o grupo, y contra ella no cabe recurso alguno."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"1. Los proyectos de reforma de la Constitución podrán ser iniciados por mensaje presidencial, moción de diputadas y diputados o representantes regionales, por iniciativa popular o iniciativa indígena."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"2. Para su aprobación, el proyecto de reforma necesitará del voto conforme de las cuatro séptimas partes de integrantes en ejercicio del Congreso de Diputadas y Diputados y de la Cámara de las Regiones."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,3. Los proyectos de reforma constitucional iniciados por la ciudadanía deberán contar con el patrocinio en los términos señalados en la Constitución.
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"4. Todo proyecto de reforma constitucional deberá señalar expresamente de qué forma se agrega, modifica, reemplaza o deroga una norma de la Constitución."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"5. En lo no previsto en este capítulo, serán aplicables a la tramitación de los proyectos de reforma constitucional las disposiciones que regulan el procedimiento de formación de la ley, debiendo respetarse siempre el quorum señalado en este artículo."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,### Artículo 384
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"1. La Presidenta o el Presidente de la República deberá convocar a referéndum ratificatorio tratándose de proyectos de reforma constitucional aprobados por el Congreso de Diputadas y Diputados y la Cámara de las Regiones, que alteren sustancialmente el régimen político y el período presidencial; el diseño del Congreso de Diputadas y Diputados o de la Cámara de las Regiones y la duración de sus integrantes; la forma de Estado Regional; los principios y los derechos fundamentales; y el capítulo de reforma y reemplazo de la Constitución."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"2. Si el proyecto de reforma constitucional es aprobado por dos tercios de diputadas y diputados y representantes regionales en ejercicio, no será sometido a referéndum ratificatorio."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,3. El referéndum se realizará en la forma que establezcan la Constitución y la ley.
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"4. Aprobado el proyecto de reforma constitucional por el Congreso de Diputadas y Diputados y la Cámara de las Regiones, el Congreso lo enviará a la Presidenta o al Presidente de la República quien, dentro del plazo de treinta días corridos, deberá someterlo a referéndum ratificatorio."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,5. La reforma constitucional aprobada por el Congreso de Diputadas y Diputados y la Cámara de las Regiones se entenderá ratificada si alcanza la mayoría de los votos válidamente emitidos en el referéndum.
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"6. Es deber del Estado dar adecuada publicidad a la propuesta de reforma que se someterá a referéndum, de acuerdo con la Constitución y la ley."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,### Artículo 385
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,1. Un mínimo equivalente al diez por ciento de la ciudadanía correspondiente al último padrón electoral podrá presentar una propuesta de reforma constitucional para ser votada mediante referéndum nacional conjuntamente con la próxima elección.
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,2. Existirá un plazo de ciento ochenta días desde su registro para que la propuesta sea conocida por la ciudadanía y pueda reunir los patrocinios exigidos.
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,3. La propuesta de reforma constitucional se entenderá aprobada si alcanza la mayoría en la votación respectiva.
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,4. Es deber del Poder Legislativo y de los órganos del Estado que correspondan dar adecuada publicidad a la o las propuestas de reforma que se someterán a referéndum.
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,## Procedimiento para elaborar una nueva Constitución
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,### Artículo 386
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,1. El reemplazo total de la Constitución solo podrá realizarse a través de una Asamblea Constituyente convocada por medio de un referéndum.
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"2. El referéndum constituyente podrá ser convocado por iniciativa popular. Un grupo de personas con derecho a sufragio deberá patrocinar la convocatoria con, a lo menos, firmas correspondientes al veinticinco por ciento del padrón electoral que haya sido establecido para la última elección."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"3. También corresponderá a la Presidenta o al Presidente de la República, por medio de un decreto, convocar al referéndum, el que deberá contar con la aprobación, en sesión conjunta, del Congreso de Diputadas y Diputados y la Cámara de las Regiones, por tres quintos de sus integrantes en ejercicio."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"4. Asimismo, la convocatoria corresponderá al Congreso de Diputadas y Diputados y la Cámara de las Regiones, en sesión conjunta, por medio de una ley aprobada por los dos tercios de sus integrantes en ejercicio."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,5. La convocatoria para la instalación de la Asamblea Constituyente será aprobada si en el referéndum es votada favorablemente por la mayoría de los votos válidamente emitidos.
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,### Artículo 387
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"1. La Asamblea Constituyente tendrá como única función la redacción de una propuesta de nueva Constitución. Estará integrada paritariamente y con equidad territorial, con participación en igualdad de condiciones entre independientes e integrantes de partidos políticos y con escaños reservados para pueblos y naciones indígenas."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"2. Una ley regulará su integración; el sistema de elección; su duración, que no será inferior a dieciocho meses; su organización mínima; los mecanismos de participación popular y consulta indígena del proceso, y demás aspectos generales que permitan su instalación y funcionamiento regular."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"3. Una vez redactada y entregada la propuesta de nueva Constitución a la autoridad competente, la Asamblea Constituyente se disolverá de pleno derecho."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,### Artículo 388
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"1. Entregada la propuesta de nueva Constitución, deberá convocarse a un referéndum para su aprobación o rechazo. Para que la propuesta sea aprobada, deberá obtener el voto favorable de más de la mitad de los sufragios válidamente emitidos."
Capítulo XI,Reforma y Reemplazo de la Constitución,Artículo 383,"2. Si la propuesta de nueva Constitución fuera aprobada en el plebiscito, se procederá a su promulgación y correspondiente publicación."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Primera
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"Esta Constitución entrará en vigencia desde la fecha de su publicación en el Diario Oficial dentro de los diez días siguientes a su promulgación. A partir de esta fecha quedará derogada la Constitución Política de la República de 1980, promulgada mediante el decreto ley N°3.464, de 1980, cuyo texto refundido, coordinado y sistematizado se encuentra establecido en el decreto supremo N°100, de 17 de septiembre de 2005, sus reformas constitucionales posteriores y sus leyes interpretativas, sin perjuicio de las reglas contenidas en estas disposiciones transitorias."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Segunda
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"Toda la normativa vigente seguirá en vigor mientras no sea derogada, modificada o sustituida, o bien, mientras no sea declarada contraria a la Constitución por la Corte Constitucional de acuerdo con el procedimiento establecido en esta Constitución. A partir de la publicación de la Constitución, los jefes de servicio de los órganos del Estado deberán adaptar su normativa interna de conformidad con el principio de supremacía constitucional. Dentro de los cuatro años siguientes a la entrada en vigencia de esta Constitución, la iniciativa de derogación de ley contenida en el artículo 158 también procederá respecto a leyes promulgadas con anterioridad a esta."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Tercera
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,1. El Presidente de la República deberá iniciar el trámite legislativo para adecuar la legislación electoral a esta Constitución en el plazo de un año desde su entrada en vigencia.
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"2. Si un año antes de la fecha de elecciones para órganos colegiados previstas en esta Constitución no se ha adecuado la legislación electoral para la determinación territorial, así como para la integración paritaria de género y de escaños reservados para pueblos y naciones indígenas; las elecciones se regirán, por única vez, por las siguientes reglas:"
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"    - a) El Congreso de Diputadas y Diputados estará compuesto por 155 representantes, más los representantes de escaños reservados para pueblos y naciones indígenas. Para la definición de los distritos electorales se seguirá lo dispuesto en los artículos 187 y 188 de la ley Nº18.700, cuyo texto refundido, coordinado y sistematizado fue fijado por el decreto con fuerza de ley Nº2, de 2017, del Ministerio Secretaría General de la Presidencia."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"    - b) Las asambleas regionales estarán integradas según lo dispuesto en los artículos 29 y 29 bis de la ley Nº19.175, cuyo texto refundido, coordinado y sistematizado fue fijado por el decreto con fuerza de ley Nº1-19.175, de 2005, del Ministerio del Interior. En el caso de los concejos comunales, se aplicará lo dispuesto en el artículo 72 de la ley Nº18.695, cuyo texto refundido, coordinado y sistematizado fue fijado por el decreto con fuerza de ley Nº1, de 2006, del Ministerio del Interior."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"    - c) La Cámara de las Regiones se integrará por 3 representantes por región, quienes se elegirán conforme a las circunscripciones establecidas en el artículo 190 de la ley Nº18.700, cuyo texto refundido, coordinado y sistematizado fue fijado por el decreto con fuerza de ley Nº2, de 2017, del Ministerio Secretaría General de la Presidencia"
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"    - d) Para garantizar el equilibrio de género, se aplicará a la declaración de candidaturas para las elecciones de los órganos de representación popular lo establecido en la disposición transitoria trigésima de la Constitución anterior, conforme con lo señalado por el artículo 161. Asimismo, para garantizar la integración paritaria de género en las elecciones de cada distrito, región y comuna se aplicará lo dispuesto en el número 4 de la disposición transitoria trigésima primera de la Constitución anterior, siguiendo el mandato contenido en el artículo 6 inciso 2. Solo en el caso de la Cámara de las Regiones, dicha normativa se aplicará cuando su composición nacional no cumpla con la integración paritaria, caso en el cual la corrección de género se aplicará comenzando por la región en que se haya asignado un escaño al candidato porcentualmente menos votado de la lista menos votada."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"    - e) Paraelcumplimientodelaintegracióndeescañosreservadosdepueblos y naciones indígenas en estos órganos, se aplicarán, en lo pertinente y necesario, las reglas establecidas en las disposiciones transitorias cuadragésima tercera y siguientes de la Constitución anterior. El Servicio Electoral determinará la procedencia y, en su caso, el número de escaños reservados que correspondan para cada órgano. En caso de proceder la integración de escaños reservados, estos se considerarán por sobre el número de representantes establecidos previamente con criterios de proporcionalidad, paridad y representatividad."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"3. El Presidente de la República, dentro del plazo de un año desde la entrada en vigencia de la presente Constitución, iniciará el trámite legislativo para regular la creación y actualización del Registro Electoral Indígena a que se refiere el artículo 162 de esta Constitución. El Servicio Electoral asegurará la difusión y los medios logísticos necesarios para facilitar el registro de los electores indígenas."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Cuarta
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"1. Las actuales autoridades en ejercicio de los órganos autónomos de la Constitución o tribunales especiales continuarán en sus funciones por el período que les corresponda de acuerdo con las normas vigentes al momento de su nombramiento, salvo disposición especial en contrario prevista en las disposiciones transitorias de esta Constitución."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"2. Hasta el 11 de marzo de 2026, los nombramientos relativos a los órganos creados por esta Constitución serán realizados conforme a los requisitos y procedimientos establecidos en esta Constitución por el Congreso Pleno cuando esta se refiera a la sesión conjunta del Poder Legislativo. En los demás casos, se mantendrán en vigor los requisitos y procedimientos previstos en la Constitución anterior."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Quinta
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"1. Las reglas de inhabilidades, incompatibilidades y límites a la reelección dispuestos en esta Constitución regirán para las autoridades electas en el primer proceso eleccionario celebrado desde la entrada en vigencia de esta Constitución. Excepcionalmente, las autoridades electas por votación popular que se encuentren en ejercicio estarán sujetas a las reglas de reelección vigentes con anterioridad a la nueva Constitución. Para estos efectos, para las y los candidatos a diputado, asambleísta regional, gobernador regional, alcalde y concejal se computarán los períodos que hubieren ejercido como diputado o diputada, consejero o consejera regional, gobernador o gobernadora regional, alcalde o alcaldesa y concejal o concejala, respectivamente. A dichas autoridades, hasta el término de su actual período, no se les aplicarán inhabilidades ni incompatibilidades sobrevinientes."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,2. La o el Presidente de la República elegido para el período 2022-2026 no podrá presentarse a la reelección para el período siguiente y continuará en el cargo con las atribuciones constitucionales para las cuales fue elegido.
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Sexta
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"1. La regla de paridad de género a que se refiere el artículo 6 será aplicable a los órganos colegiados de elección popular a partir del proceso electoral nacional, regional y local que se lleve a cabo inmediatamente después de la entrada en vigor de esta Constitución, según corresponda. Para ello, el Poder Legislativo deberá dictar o adecuar la ley electoral, considerando lo establecido en el artículo 161."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"2. Para los órganos colegiados que no se renuevan mediante procesos electorales, así como para los directorios de las empresas públicas y semipúblicas, la regla de paridad deberá implementarse de manera progresiva a partir de las nuevas designaciones y nombramientos que correspondan, de conformidad con la ley."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,3. Esta forma de implementación no comprenderá a los órganos colegiados superiores o directivos de la Administración cuya conformación esté determinada por una ley en razón del cargo de las personas que los integran. La ley establecerá los mecanismos que permita a dichos órganos colegiados superiores o directivos de la Administración alcanzar la paridad en su composición.
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,4. La integración de los nuevos órganos colegiados y órganos autónomos deberá cumplir con la regla de paridad desde su instalación.
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,5. Corresponderá a la Contraloría General de la República velar por el cumplimiento de la paridad de género en los órganos directivos y superiores de la Administración del Estado.
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Séptima
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"Hasta el 11 de marzo de 2026, para la aprobación de los proyectos de reforma constitucional se requerirá el voto favorable de cuatro séptimos de las y los integrantes de la Cámara de Diputadas y Diputados y del Senado. Los proyectos de reforma constitucional aprobados por el Congreso Nacional que alteren sustancialmente las materias señaladas en el inciso 1 del artículo 384 de esta Constitución o los capítulos de Naturaleza y Medioambiente y de Disposiciones Transitorias deberán ser sometidos al referéndum ratificatorio de reforma constitucional establecido en el artículo 384. Si el proyecto de reforma es aprobado por dos tercios de las y los integrantes de ambas Cámaras, no será sometido a dicho referéndum."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Octava
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"1. El procedimiento legislativo regulado en esta Constitución entrará en régimen el 11 de marzo de 2026. Hasta entonces, la tramitación legislativa se regirá por el procedimiento legislativo vigente con anterioridad a la publicación de esta Constitución, salvo lo dispuesto en los artículos 270 inciso 1 y 271, y la iniciativa popular e indígena contemplada en el artículo 269 inciso 1, que entrarán en vigencia junto con la presente Constitución. Para efectos del cómputo del quorum, se entenderá que la referencia al Congreso de Diputadas y Diputados y a la Cámara de las Regiones es a la Cámara de Diputadas y Diputados y al Senado, respectivamente."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"2. La tramitación de los proyectos de ley que versen sobre las materias de acuerdo regional señaladas en el artículo 268 de esta Constitución y que no hayan sido despachados al 11 de marzo de 2026 continuará conforme a las nuevas reglas. Respecto de los proyectos restantes y que se encuentren en tramitación en el Senado, se presumirá que la Cámara de las Regiones ha solicitado su revisión de acuerdo con lo establecido en el artículo 273."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Novena
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,"Se traspasarán al Congreso de Diputadas y Diputados, sin solución de continuidad, los bienes, derechos y obligaciones de la Cámara de Diputadas y Diputados. Lo mismo sucederá con los bienes, derechos y obligaciones del Senado, los que se traspasarán a la Cámara de las Regiones."
Disposiciones Transitorias,Disposiciones Transitorias,Artículo 383,### Décima
